microherbivore_species;n;organ;role;phase
Sirocalodes mixtus;4;S;G;NA
Sirocalodes nigroterminatus;1;U;U;NA
Sirocalodes quercicola;5;S;G;NA
Sirococcus conigenus;6;S;P;NA
Sirosporium celtidicola;1;L;F;NA
Sirosporium celtidis;1;L;F;NA
Siteroptes cerealium;1;L;V;NA
Sitobion alopecuri;5;L;V;NA
Sitobion avenae;90;L;V;NA
Sitobion fragariae;58;L;V;spring
Sitobion graminearum;6;L;V;NA
Sitobion paludum;2;L;V;summer
Sitobion scoticum;2;L;V;NA
Sitochroa palealis;8;X;H;NA
Sitochroa verticalis;11;L;H;NA
Sitodiplosis cambriensis;1;X;B;NA
Sitodiplosis dactylidis;1;X;B;NA
Sitodiplosis mosellana;3;X;B;NA
Sitodiplosis phalaridis;2;X;B;NA
Sitona ambiguus;8;R;V;larva
Sitona bicolor;4;R;V;larva
Sitona brucki;1;R;V;larva
Sitona callosus;3;R;V;larva
Sitona cinnamomeus;8;R;V;larva
Sitona concavirostris;2;R;V;larva
Sitona cylindricollis;6;R;V;larva
Sitona discoideus;2;R;V;larva
Sitona fairmairei;3;R;V;larva
Sitona gemellatus;2;R;V;larva
Sitona hispidulus;6;R;V;larva
Sitona humeralis;6;R;V;larva
Sitona inops;5;R;V;larva
Sitona languidus;1;R;V;larva
Sitona lateralis;9;R;V;larva
Sitona lepidus;8;R;V;larva
Sitona lineatus;24;R;V;larva
Sitona lineellus;12;R;V;larva
Sitona lividipes;2;R;V;larva
Sitona longulus;4;R;V;larva
Sitona macularius;17;R;V;larva
Sitona ophthalmicus;1;R;V;larva
Sitona puncticollis;12;R;V;larva
Sitona ribesi;3;R;V;larva
Sitona striatellus;9;R;V;larva
Sitona sulcifrons;9;R;V;larva
Sitona suturalis;3;R;V;larva
Sitona syriacus;1;R;V;larva
Sitona tenuis;3;R;V;larva
Sitona verecundus;3;R;V;larva
Sitona waterhousi;3;R;V;larva
Sitothrips arabicus;6;U;U;NA
Smaragdina affinis;11;L;V;imago
Smaragdina aurita;9;L;V;imago
Smaragdina biornata;2;L;V;imago
Smaragdina clavareaui;1;L;V;imago
Smaragdina cobosi;3;L;V;imago
Smaragdina concolor;4;L;V;imago
Smaragdina diversipes;2;L;V;imago
Smaragdina ferulae;3;L;V;imago
Smaragdina flavicollis;4;L;V;imago
Smaragdina limbata;3;BX;V;imago
Smaragdina rufimana;1;L;V;imago
Smaragdina salicina;12;L;V;imago
Smaragdina tibialis;1;L;V;imago
Smaragdina uyguni;1;L;V;imago
Smaragdina vaulogeri;2;L;V;imago
Smaragdina xanthaspis;12;L;V;imago
Smerinthus kindermannii;2;L;V;NA
Smerinthus ocellata;28;L;V;NA
Smicronyx albosquamosus;1;U;U;NA
Smicronyx brevicornis;1;S;G;NA
Smicronyx coecus;2;S;G;NA
Smicronyx cyaneus;2;R;B;NA
Smicronyx fulvipes;2;U;U;NA
Smicronyx funebris;2;F;G;NA
Smicronyx jungermanniae;5;S;G;NA
Smicronyx nebulosus;2;S;G;NA
Smicronyx pauperculus;1;U;U;NA
Smicronyx reichii;5;F;B;NA
Smicronyx revelierei;1;U;U;NA
Smicronyx smreczynskii;3;S;G;NA
Smicronyx swertiae;3;C;G;NA
Smicronyx syriacus;1;U;U;NA
Smiela fusca;2;X;V;NA
Smiela syreniae;2;NA;V;NA
Sminthuraphis ulrichi;4;C;V;NA
Sminyothrips biuncatus;2;X;H;NA
Sminyothrips biuncinatus;2;X;H;NA
Smynthurodes betae;23;R;V;summer
Sogatella vibix;8;L;V;NA
Solariola angelae;1;R;B;larva
Solariola benellii;1;R;B;larva
Solariola forbixi;1;R;B;larva
Solenosthedium bilunatum;5;L;V;NA
Solenoxyphus fuscovenosus;3;L;V;NA
Solenoxyphus lepidus;4;L;V;NA
Solenoxyphus major;1;L;V;NA
Solitanea mariae;2;L;V;NA
Somabrachys aegrota;1;L;M;NA
Sonchiacalles muelleri;3;U;U;NA
Sonchiacalles sonchi;1;U;U;NA
Sonronius binotatus;1;L;V;NA
Sonronius dahlbomi;3;L;V;NA
Sophonia orientalis;25;L;V;NA
Sophoromyia armenica;1;L;G;NA
Sophronia chilonella;1;L;H;NA
Sophronia gelidella;1;L;V;NA
Sophronia grandii;1;U;U;NA
Sophronia humerella;8;L;M;NA
Sophronia semicostella;2;U;U;NA
Sophronia sicariellus;1;L;V;NA
Sorhagenia janiszewskae;2;S;B;NA
Sorhagenia lophyrella;5;L;H;NA
Sorhagenia rhamniella;2;X;H;NA
Sorhoanus assimilis;3;L;V;NA
Sorhoanus schmidti;1;L;V;NA
Sorhoanus xanthoneurus;1;L;V;NA
Sorodiscus callitrichis;1;S;G;NA
Sorosphaerula radicalis;3;R;G;NA
Sorosphaerula veronicae;9;S;G;NA
Sorosphaerula viticola;3;R;G;NA
Spaelotis ravida;4;L;V;NA
Spaelotis senna;2;L;V;NA
Spanioneura fonscolombei;1;L;V;NA
Spanioneura pechai;1;L;V;NA
Spanioneura turkiana;1;L;V;NA
Spargania luctuata;5;L;V;NA
Sparganothis pilleriana;28;L;H;NA
Spartiomyia martinsi;1;S;G;NA
Spatalia argentina;4;L;V;NA
Spathocera dalmanii;1;L;V;NA
Spathocera laticornis;2;L;V;NA
Spathocera lobata;6;L;V;NA
Spathocera tenuicornis;2;L;V;NA
Spathocera tuberculata;1;L;V;NA
Spathulina sicula;2;B;G;NA
Spatulophorus alyssi;1;L;V;NA
Spatulophorus incanae;2;X;V;NA
Spermophagus calystegiae;7;F;B;NA
Spermophagus confusus;2;seeds;B;NA
Spermophagus kuesteri;5;F;B;NA
Spermophagus lindbergorum;2;F;B;NA
Spermophagus maafensis;1;F;B;NA
Spermophagus sericeus;3;F;B;NA
Spermospora ciliata;14;L;F;NA
Spermospora lolii;4;L;F;NA
Spermospora poagena;3;L;F;NA
Spermosporina aricola;1;L;F;NA
Spermosporina graminella;4;L;F;NA
Spermosporina ludwigiana;1;L;F;NA
Spermosporina magnusiana;1;L;F;NA
Spermosporina sagittariae;1;L;F;NA
Spermosporina sonchi-oleracei;3;L;F;NA
Speudotettix subfusculus;11;L;V;imago
Sphacelia juncicola;1;X;G;NA
Sphacelia tenella;1;S;P;NA
Sphaceloma murrayae;2;L;F;NA
Sphaceloma rosarum;1;L;F;NA
Sphaceloma sorbi;1;L;F;NA
Sphacelotheca hydropiperis;4;X;G;NA
Sphacelotheca polygoni-serrulati;2;X;G;NA
Sphacelotheca schweinfurthiana;1;X;G;NA
Sphacelotheca serrulati-magna;1;X;G;NA
Sphaeniscus filiolus;1;X;B;NA
Sphaerella adoxae;1;L;F;NA
Sphaerella alba;1;L;F;NA
Sphaerella ariadna subsp. tormentillae;1;L;F;NA
Sphaerella belladonnae;1;L;F;NA
Sphaerella botrychii;1;L;F;NA
Sphaerella callistea;1;L;F;NA
Sphaerella capreolatae;2;L;F;NA
Sphaerella circumdans;1;L;F;NA
Sphaerella dejanira;1;L;F;NA
Sphaerella elatior;1;L;F;NA
Sphaerella erysiphoides;1;L;F;NA
Sphaerella ficus;1;L;F;NA
Sphaerella gibelliana;1;L;F;NA
Sphaerella guadarramica;1;L;F;NA
Sphaerella ilicis;1;L;F;NA
Sphaerella implexae;1;L;F;NA
Sphaerella laburni;1;L;F;NA
Sphaerella laureolae;1;L;F;NA
Sphaerella longissima;1;L;F;NA
Sphaerella maculans;1;L;F;NA
Sphaerella manginii;1;L;F;NA
Sphaerella parnassiae;1;L;F;NA
Sphaerella paronychiae;1;L;F;NA
Sphaerella perimens;1;S;F;NA
Sphaerella polifoliae;1;L;F;NA
Sphaerella syringicola;1;L;F;NA
Sphaerella teucrii;1;L;F;NA
Sphaerella ulmifolia;1;L;F;NA
Sphaeria aristata;1;S;CA;NA
Sphaeria coulteri;1;S;P;NA
Sphaeria emergens;1;S;G;NA
Sphaeria hepaticaecola;1;L;F;NA
Sphaeria jasminicola;1;L;F;NA
Sphaeria juglandina;1;L;F;NA
Sphaeria lichenoides var. buxicola;1;L;F;NA
Sphaeroderma rubidum;16;L;M;NA
Sphaeroderma testaceum;12;L;M;NA
Sphaerolecanium prunastri;13;S;SC;NA
Sphaerolina tanaceti;4;L;F;NA
Sphaeronaema neriicola;1;L;F;NA
Sphaeronaema parasiticum;1;L;F;NA
Sphaeropsis dracaenicola;1;L;F;NA
Sphaeropsis ginkgonis;1;L;F;NA
Sphaeropsis isopyri;1;L;F;NA
Sphaeropsis magnoliae;1;L;F;NA
Sphaeropsis necatrix;1;F;P;NA
Sphaeropsis paeoniae;1;L;F;NA
Sphaeropsis sumachi;2;S;CA;NA
Sphaerulina aceris;5;L;F;NA
Sphaerulina berberidis;1;L;F;NA
Sphaerulina cercidis;1;L;F;NA
Sphaerulina cornicola;1;L;F;NA
Sphaerulina frondicola;3;L;F;NA
Sphaerulina gei;5;L;F;NA
Sphaerulina hyperici;7;L;NA;NA
Sphaerulina oxyacanthae;2;L;F;NA
Sphaerulina quercicola;2;L;F;NA
Sphaerulina rehmiana;1;L;NA;NA
Sphaerulina socia;2;L;F;NA
Sphaerulina tirolenis;1;L;F;NA
Sphaerulina violae;1;L;F;NA
Sphaerulina westendorpii;2;L;F;NA
Sphaleroptera alpicolana;5;L;H;NA
Sphaleroptera occidentana;1;U;U;NA
Sphegigaster pallicornis;1;NA;NA;NA
Sphenella marginata;17;X;G;NA
Sphenophorus abbreviatus;4;U;U;NA
Sphenophorus parumpunctatus;1;U;U;NA
Sphenophorus piceus;5;S;B;larva
Sphenoptera antiqua;7;R;B;NA
Sphenoptera barbarica;7;R;B;NA
Sphenoptera basalis;3;S;B;NA
Sphenoptera bedeli;1;C;B;NA
Sphenoptera canescens;1;U;B;NA
Sphenoptera cauta;1;R;B;NA
Sphenoptera coracina;1;S;B;NA
Sphenoptera cuprina;2;R;B;NA
Sphenoptera gemmata;2;U;U;NA
Sphenoptera impressifrons;1;U;U;NA
Sphenoptera jugoslavica;2;R;B;larva
Sphenoptera lapidaria;1;U;B;NA
Sphenoptera laportei;5;R;B;NA
Sphenoptera notha;3;S;B;NA
Sphenoptera parvula;3;R;B;NA
Sphenoptera petriceki;2;S;B;NA
Sphenoptera pilosula;3;S;B;NA
Sphenoptera rauca;7;R;B;NA
Sphenoptera substriata;2;S;B;NA
Sphenoptera tappesi;6;U;B;NA
Sphingonaepiopsis gorgoniades;1;L;V;NA
Sphinx ligustri;16;L;V;NA
Sphinx maurorum;4;L;V;NA
Sphinx pinastri;16;L;V;NA
Sphragisticus nebulosus;7;seeds;V;NA
Spialia phlomidis;2;L;H;NA
Spialia rosae;11;L;H;NA
Spialia sertorius;3;L;H;NA
Spialia therapne;1;L;H;NA
Spilococcus artemisiphilus;1;NA;SC;NA
Spilococcus furcatispinus;1;NA;SC;NA
Spilococcus halli;3;C;H;NA
Spilococcus vashlovanicus;1;U;SC;NA
Spilonota laricana;3;L;M;NA
Spilonota ocellana;19;L;H;NA
Spilopodia nervisequa;1;L;P;NA
Spilosoma lubricipeda;26;L;V;NA
Spilosoma lutea;16;L;V;NA
Spilosoma urticae;3;L;V;NA
Spilostethus furcula;8;X;V;NA
Spilostethus pandurus;17;L;V;NA
Spilostethus saxatilis;26;F;V;NA
Spodoptera cilium;5;L;V;NA
Spodoptera exigua;31;L;V;NA
Spodoptera frugiperda;16;L;V;NA
Spodoptera littoralis;14;L;V;NA
Spoladea recurvalis;13;L;H;NA
Spondylis buprestoides;10;S;B;NA
Spongospora campanulae;1;R;G;NA
Spongospora nasturtii;1;R;G;NA
Spongospora subterranea;3;R;G;NA
Sporidesmium hydrangeae;1;L;F;NA
Sporidesmium leucanthemi;1;L;F;NA
Sporidesmium olivascens;1;L;F;NA
Sporidesmium populinum;1;L;F;NA
Sporisorium andropogonis;3;X;G;NA
Sporisorium barcinonense;1;X;G;NA
Sporisorium catharticum;1;X;G;NA
Sporisorium cruentum;3;X;G;NA
Sporisorium destruens;2;X;G;NA
Sporisorium egyptiacum;1;X;G;NA
Sporisorium magnusianum;1;X;G;NA
Sporisorium montaniense;2;X;G;NA
Sporisorium pulverulentum;1;X;G;NA
Sporisorium reilianum;4;X;G;NA
Sporisorium scitamineum;1;X;G;NA
Sporisorium sorghi;3;X;G;NA
Sporisorium transfissum;1;X;G;NA
Sporisorium tricholaenae;1;X;G;NA
Sporisorium vanderystii;2;X;G;NA
Sporocadus cornicola;1;S;NA;NA
Sporocadus microcyclus;2;L;F;NA
Sporocadus rosarum;2;L;F;NA
Sporonema corbariense;1;L;F;NA
Spuleria flavicaput;2;S;B;NA
Spulerina simploniella;4;S;M;NA
Spurgia esulae;3;B;G;NA
Spurgia euphorbiae;16;B;G;NA
Squamapion alpinum;1;S;G;NA
Squamapion atomarium;4;S;G;NA
Squamapion bifarium;1;S;G;NA
Squamapion cineraceum;4;R;B;larva
Squamapion consors;1;U;U;NA
Squamapion delagrangei;1;U;B;larva
Squamapion elongatum;5;R;G;NA
Squamapion flavimanum;10;C;B;larva
Squamapion gardinii;1;S;G;NA
Squamapion leucophaeatum;2;S;B;larva
Squamapion minutissimum;3;U;U;larva
Squamapion oblivium;4;U;U;larva
Squamapion origani;1;S;G;NA
Squamapion ottonis;1;U;U;NA
Squamapion phocopus;1;U;B;larva
Squamapion samarense;3;U;U;NA
Squamapion serpyllicola;4;L;G;NA
Squamapion vicinum;8;S;G;NA
Stachygethes assimilis;2;X;B;NA
Stachygethes khnzoriani;2;X;B;NA
Stachygethes nanus;4;X;B;NA
Stachygethes nigerrimus;1;X;B;NA
Stachygethes ruficornis;2;X;B;NA
Stachygethes saxatilis;3;X;B;NA
Stachygethes scholzi;1;X;B;NA
Stachygethes variolosus;1;X;B;NA
Stachygethes villosus;1;X;B;NA
Stachygethes zarudnyi;1;X;B;NA
Stackelbergiella hordei;1;S;B;NA
Staegeriella necopinata;9;L;G;NA
Stagmatophora heydeniella;3;L;M;NA
Stagonomus amoenus;10;L;V;NA
Stagonomus bipunctatus;12;L;V;NA
Stagonomus devius;2;L;V;NA
Stagonomus grenieri;1;L;V;NA
Stagonospora agrostidis;1;L;F;NA
Stagonospora alchemillae;1;L;F;NA
Stagonospora alopecuri;1;L;F;NA
Stagonospora anthoxanthi;1;L;F;NA
Stagonospora arenaria;1;L;F;NA
Stagonospora aristolochiae-siphonis;1;L;F;NA
Stagonospora bellunensis;1;L;F;NA
Stagonospora bromi;1;L;F;NA
Stagonospora brunchorstii;1;L;F;NA
Stagonospora bulgarica;1;L;F;NA
Stagonospora calami;1;L;F;NA
Stagonospora caricicola;1;L;F;NA
Stagonospora caricis;2;L;F;NA
Stagonospora coluteae;1;L;F;NA
Stagonospora crepidis;1;L;F;NA
Stagonospora foliicola;2;L;F;NA
Stagonospora fragariae;2;L;F;NA
Stagonospora heraclei;1;L;F;NA
Stagonospora hygrophila;1;L;F;NA
Stagonospora iridis;1;L;F;NA
Stagonospora jaapii;1;L;F;NA
Stagonospora leersiae;1;L;F;NA
Stagonospora maculata;1;L;F;NA
Stagonospora mespili;1;L;F;NA
Stagonospora nikolajevae;1;L;F;NA
Stagonospora octomera;1;L;F;NA
Stagonospora orobi;1;L;F;NA
Stagonospora pulchra;1;L;F;NA
Stagonospora siegensis;1;L;F;NA
Stagonospora sumacis;1;L;F;NA
Stagonospora thalictri;1;L;F;NA
Stagonospora tussilaginis;1;L;F;NA
Stagonospora ulmifolia;1;L;F;NA
Stagonosporopsis actaeae;3;L;F;NA
Stagonosporopsis ajacis;1;L;F;NA
Stagonosporopsis carpathicola;1;L;F;NA
Stagonosporopsis coronillae;1;L;F;NA
Stagonosporopsis fici-caricae;1;L;F;NA
Stagonosporopsis hortensis;7;L;F;NA
Stagonosporopsis trachelii;2;L;F;NA
Stagonosporopsis valerianellae;2;L;F;NA
Stamnaria americana;1;L;F;NA
Stamnaria persoonii;2;L;F;NA
Standfussiana lucernea;8;L;V;NA
Stangeia siceliota;13;L;V;NA
Staria lunata;16;L;V;NA
Stasiodis parvulus;5;R;V;NA
Stathmopoda pedella;2;F;B;NA
Staticobium gmelini;3;X;V;NA
Staticobium latifoliae;5;X;V;NA
Staticobium limonii;1;L;V;NA
Staticobium staticis;1;L;V;NA
Stauronematus platycerus;6;L;V;NA
Stauronematus saliciphilus;2;L;V;NA
Stauropus fagi;19;L;V;NA
Stefaniella atriplicis;2;S;G;NA
Stefaniella brevipalpis;5;S;G;NA
Stefaniella cecconii;1;S;G;NA
Stefaniella hilversidae;2;L;G;NA
Stefaniella skuhravae;1;X;G;NA
Stefaniella trinacriae;2;S;G;NA
Stefaniola bilobata;1;B;G;NA
Stefaniola crispa;1;S;G;NA
Stefaniola excelsa;2;F;G;NA
Stefaniola gloma;2;X;G;NA
Stefaniola mediterranea;2;S;G;NA
Stefaniola parva;1;NA;I;NA
Stefaniola salsolae;1;B;G;NA
Stefaniola vastita;2;C;G;NA
Stegania cararia;3;L;V;NA
Stegania dilectaria;1;L;V;NA
Stegania trimaculata;5;L;V;NA
Stegelytra erythroneura;3;L;V;NA
Stegelytra putoni;2;L;V;NA
Stegocintractia capitata;1;X;G;NA
Stegocintractia hyperborea;3;F;G;NA
Stegocintractia lidii;1;X;G;NA
Stegocintractia luzulae;13;F;G;NA
Stegocintractia spadicea;1;X;G;NA
Steingelia gorodetskia;2;S;SC;NA
Stelidota geminata;2;F;B;NA
Stemmatophora brunnealis;3;L;H;NA
Stemonocera cornuta;9;L;M;NA
Stemphylium beticola;1;L;F;NA
Stemphylium botryosum;12;L;F;NA
Stemphylium cirsii;1;L;F;NA
Stemphylium ericoctonum;1;S;D;NA
Stemphylium lucomagnoense;1;L;F;NA
Stemphylium sarciniforme;3;L;F;NA
Stemphylium solani;1;L;F;NA
Stemphylium trichellum;3;L;F;NA
Stenacis euonymi;3;L;G;NA
Stenacis palomaris;7;NA;I;NA
Stenacis triradiata;12;X;G;NA
Stenchaetothrips biformis;2;NA;NA;NA
Stenella sardoa;3;L;F;NA
Steneotarsonemus canestrinii;4;L;G;NA
Steneotarsonemus culmicolus;3;L;V;NA
Steneotarsonemus graminis;3;L;G;NA
Steneotarsonemus phragmitidis;1;L;G;NA
Steneotarsonemus spirifex;4;L;G;NA
Stenhomalus bicolor;8;DW;B;NA
Stenidiocerus poecilus;1;L;V;NA
Stenocarpella macrospora;1;L;F;NA
Stenocarpella maydis;1;S;film;NA
Stenocarus cardui;2;C;B;larva
Stenocarus ruficornis;6;L;M;NA
Stenocorus meridianus;11;DW;B;NA
Stenocranus fuscovittatus;7;L;V;NA
Stenocranus longipennis;1;L;V;NA
Stenocranus major;1;L;V;NA
Stenocranus minutus;2;L;V;NA
Stenodema calcarata;14;L;V;NA
Stenodema holsata;9;L;V;NA
Stenodema laevigata;14;L;V;NA
Stenodema pilosa;2;L;V;NA
Stenodema trispinosa;7;L;V;NA
Stenodema turanica;3;L;V;NA
Stenodema virens;8;L;V;NA
Stenodiplosis bromicola;3;X;B;NA
Stenodiplosis calamagrostidis;2;X;B;NA
Stenodiplosis dactylidis;1;X;H;NA
Stenodiplosis geniculati;4;X;B;NA
Stenodiplosis panici;2;X;G;NA
Stenodiplosis phragmicola;1;X;B;NA
Stenodiplosis sorghicola;1;X;B;NA
Stenodiplosis tectori;1;X;B;NA
Stenokelisia angusta;2;L;V;NA
Stenolechia gemmella;5;S;G;NA
Stenolechiodes pseudogemmellus;2;U;U;NA
Stenolophus teutonus;16;seeds;V;NA
Stenomicra cogani;11;S;B;NA
Stenoparia putoni;1;L;V;NA
Stenopelmus rufinasus;2;L;V;larva
Stenophthalmicus fajoumensis;3;L;V;NA
Stenopterapion cantabricum;3;S;G;larva
Stenopterapion dubium;1;U;U;NA
Stenopterapion intermedium;2;S;B;larva
Stenopterapion meliloti;4;S;B;NA
Stenopterapion scutellare;3;S;G;NA
Stenopterapion tenue;5;S;B;larva
Stenopterus ater;18;DW;B;NA
Stenopterus creticus;3;DW;B;NA
Stenopterus flavicornis;12;DW;B;NA
Stenopterus kraatzi;1;DW;B;NA
Stenopterus mauritanicus;5;DW;B;NA
Stenopterus rufus;21;DW;B;NA
Stenopterus similatus;3;DW;B;NA
Stenoptilia alpinalis;2;U;U;NA
Stenoptilia annadactyla;1;X;B;NA
Stenoptilia aridus;9;X;B;NA
Stenoptilia asclepiadeae;1;S;B;NA
Stenoptilia bigoti;1;U;U;NA
Stenoptilia bipunctidactyla;5;X;B;NA
Stenoptilia brigantiensis;1;U;U;NA
Stenoptilia buvati;2;U;U;NA
Stenoptilia cebennica;1;X;B;NA
Stenoptilia cerdanica;4;X;B;NA
Stenoptilia coprodactylus;4;X;B;NA
Stenoptilia cyrnea;1;B;B;L1
Stenoptilia eborinodactyla;1;X;B;NA
Stenoptilia elkefi;1;X;B;NA
Stenoptilia gallobritannidactyla;1;U;U;NA
Stenoptilia gibeauxi;1;X;B;NA
Stenoptilia graphodactyla;1;R;B;NA
Stenoptilia grisescens;4;U;U;NA
Stenoptilia inopinata;1;U;U;NA
Stenoptilia islandicus;3;L;H;NA
Stenoptilia lucasi;1;U;U;NA
Stenoptilia lutescens;2;U;U;NA
Stenoptilia mannii;1;U;U;NA
Stenoptilia mariaeluisae;1;U;U;NA
Stenoptilia mercantourica;2;X;B;NA
Stenoptilia millieridactylus;3;L;M;NA
Stenoptilia mimula;1;U;U;NA
Stenoptilia nelorum;1;S;B;NA
Stenoptilia nepetellae;1;Sys;V;NA
Stenoptilia parnasia;1;U;U;NA
Stenoptilia pelidnodactyla;2;X;B;NA
Stenoptilia plagiodactylus;4;L;H;NA
Stenoptilia pneumonanthes;2;S;B;NA
Stenoptilia pterodactyla;1;Sys;V;NA
Stenoptilia stigmatodactylus;2;X;B;NA
Stenoptilia succisae;1;U;U;NA
Stenoptilia veronicae;1;U;U;NA
Stenoptilia zophodactylus;5;L;M;NA
Stenoptilodes taprobanes;4;X;B;NA
Stenostola dubia;14;DW;B;NA
Stenostola ferrea;12;DW;B;NA
Stenothrips graminum;28;L;V;NA
Stenotus binotatus;22;X;V;NA
Stenozygum coloratum;2;L;V;NA
Stenurella approximans;3;X;V;imago
Stenurella bifasciata;9;DW;B;NA
Stenurella melanura;12;DW;B;NA
Stenurella nigra;9;DW;B;NA
Stenurella septempunctata;2;DW;B;NA
Stephanitis chlorophana;1;L;V;NA
Stephanitis lauri;1;L;V;NA
Stephanitis oberti;9;L;V;NA
Stephanitis pyri;48;L;V;NA
Stephanitis pyrioides;8;L;V;NA
Stephanitis rhododendri;2;L;V;NA
Stephanitis takeyai;2;L;V;NA
Stephensia abbreviatella;1;L;M;NA
Stephensia brunnichella;3;L;M;NA
Stephensia calpella;1;L;M;NA
Stephensia cedronellae;8;L;M;NA
Stereonychus fraxini;6;L;V;NA
Stereonychus phillyreae;2;L;V;NA
Stereonychus rufobrunneus;1;L;V;NA
Stereonychus telonensis;1;L;V;NA
Sterictiphora angelicae;2;L;V;NA
Sterictiphora furcata;2;L;V;NA
Sterictiphora gastrica;1;L;V;NA
Sterictiphora geminata;3;L;V;NA
Sterictiphora longicornis;1;L;V;NA
Sterrhaulus corneolus;1;L;B;NA
Stethoconus pyri;1;NA;Pre;NA
Stethomostus fuliginosus;4;L;V;NA
Sthenarus rotermundi;3;L;V;NA
Stictea mygindiana;4;L;H;NA
Stictocephala bisonia;9;S;O;egg
Stictochorellina carpatica;1;L;F;NA
Stictocoris picturatus;4;L;V;NA
Stictoleptura cordigera;9;DW;B;NA
Stictoleptura erythroptera;5;DW;B;NA
Stictoleptura fontenayi;9;DW;B;NA
Stictoleptura oblongomaculata;1;DW;B;NA
Stictoleptura palmi;5;DW;B;NA
Stictoleptura picticornis;2;DW;B;NA
Stictoleptura rubra;7;DW;B;NA
Stictoleptura scutellata;12;DW;B;NA
Stictoleptura trisignata;2;DW;B;NA
Stictopleurus abutilon;7;L;V;NA
Stictopleurus crassicornis;8;F;V;NA
Stictopleurus pictus;7;L;V;NA
Stictopleurus punctatonervosus;17;L;V;NA
Stictopleurus subtomentosus;2;L;V;NA
Stigmaeopsis malkovskii;4;L;V;NA
Stigmaeopsis nanjingensis;9;L;F;NA
Stigmatea winteri;1;L;F;NA
Stigmatula astragali;3;S;CA;NA
Stigmella aceris;6;L;M;NA
Stigmella aeneofasciella;5;L;M;NA
Stigmella alaternella;1;L;M;NA
Stigmella alnetella;5;L;M;NA
Stigmella amygdali;1;L;M;NA
Stigmella anomalella;13;L;M;NA
Stigmella arbusculae;6;L;M;NA
Stigmella assimilella;3;L;M;NA
Stigmella atricapitella;5;L;M;NA
Stigmella aurella;18;L;M;NA
Stigmella auromarginella;4;L;M;NA
Stigmella azaroli;1;L;M;NA
Stigmella basiguttella;10;L;M;NA
Stigmella benanderella;3;L;M;NA
Stigmella betulicola;6;L;M;NA
Stigmella carpinella;3;L;M;NA
Stigmella catharticella;7;L;M;NA
Stigmella centifoliella;19;L;M;NA
Stigmella cocciferae;1;L;M;NA
Stigmella confusella;3;L;M;NA
Stigmella continuella;3;L;M;NA
Stigmella crataegella;7;L;M;NA
Stigmella crenulatae;2;L;M;NA
Stigmella desperatella;4;L;M;NA
Stigmella diniensis;3;L;M;NA
Stigmella dorsiguttella;1;L;M;NA
Stigmella dryadella;1;L;M;NA
Stigmella eberhardi;6;L;M;NA
Stigmella effigurata;1;L;F;NA
Stigmella fasciata;1;L;M;NA
Stigmella ficulnea;1;L;M;NA
Stigmella filipendulae;2;L;M;NA
Stigmella floslactella;3;L;M;NA
Stigmella freyella;5;L;M;NA
Stigmella geimontani;1;L;M;NA
Stigmella glutinosae;6;L;M;NA
Stigmella hahniella;1;L;M;NA
Stigmella hemargyrella;2;L;M;NA
Stigmella hybnerella;7;L;M;NA
Stigmella ilicifoliella;3;L;M;NA
Stigmella incognitella;7;L;M;NA
Stigmella inopinata;1;L;M;NA
Stigmella irregularis;2;L;M;NA
Stigmella johanssonella;1;L;M;NA
Stigmella lapponica;4;L;M;NA
Stigmella lediella;1;L;M;NA
Stigmella lemniscella;4;L;M;NA
Stigmella lonicerarum;5;L;M;NA
Stigmella luteella;3;L;M;NA
Stigmella macrolepidella;1;L;M;NA
Stigmella magdalenae;7;L;M;NA
Stigmella malella;6;L;M;NA
Stigmella mespilicola;7;L;M;NA
Stigmella microtheriella;7;L;M;NA
Stigmella minusculella;4;L;M;NA
Stigmella muricatella;1;L;M;NA
Stigmella myrtillella;3;L;M;NA
Stigmella naturnella;2;L;M;NA
Stigmella nivenburgensis;5;L;M;NA
Stigmella nylandriella;3;L;M;NA
Stigmella obliquella;10;L;M;NA
Stigmella oxyacanthella;36;L;M;NA
Stigmella paliurella;1;L;M;NA
Stigmella pallidiciliella;1;L;M;NA
Stigmella paradoxa;3;L;M;NA
Stigmella perpygmaeella;2;L;M;NA
Stigmella plagicolella;10;L;M;NA
Stigmella poterii;9;L;M;NA
Stigmella pretiosa;7;L;M;NA
Stigmella prunetorum;11;L;M;NA
Stigmella pyrellicola;4;L;M;NA
Stigmella pyri;4;L;M;NA
Stigmella pyrivora;1;L;M;NA
Stigmella regiella;3;L;M;NA
Stigmella rhamnella;6;L;M;NA
Stigmella rhamnophila;5;L;M;NA
Stigmella roborella;6;L;M;NA
Stigmella rolandi;3;L;M;NA
Stigmella ruficapitella;4;L;M;NA
Stigmella sakhalinella;3;L;M;NA
Stigmella salicis;21;L;M;NA
Stigmella samiatella;8;L;M;NA
Stigmella sanguisorbae;1;L;M;NA
Stigmella sorbi;7;L;M;NA
Stigmella speciosa;7;L;M;NA
Stigmella spinosissimae;1;L;M;NA
Stigmella splendidissimella;9;L;M;NA
Stigmella stelviana;3;L;M;NA
Stigmella stettinensis;3;L;M;NA
Stigmella styracicolella;1;L;M;NA
Stigmella suberivora;4;L;M;NA
Stigmella svenssoni;2;L;M;NA
Stigmella szoecsiella;2;L;M;NA
Stigmella tatrica;1;U;U;NA
