"taxon_name","n","native_to_europe","wcvp_accepted_id","family","genus","LifeCycle","Woodiness","woodiness","lifecycle","min_fr"
"Potentilla megalantha",2,FALSE,2955934,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla micrantha",2,TRUE,2955952,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1881
"Potentilla montana",2,TRUE,2956050,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1959
"Potentilla multifida",1,TRUE,2956083,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1918
"Potentilla nevadensis",1,TRUE,2956186,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla nivalis",1,TRUE,2956216,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla nivea",2,TRUE,2956225,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla norvegica",6,TRUE,2956303,"Rosaceae","Potentilla",NA,"Non-Woody","Non-Woody","Perennial",1803
"Potentilla patula",3,TRUE,2956522,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla pedata",3,TRUE,2956543,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla pensylvanica",5,TRUE,2956590,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1930
"Potentilla pimpinelloides",2,TRUE,2956689,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla pusilla",18,TRUE,2956881,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla pyrenaica",2,TRUE,2956889,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",2005
"Potentilla recta",24,TRUE,2956904,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1791
"Potentilla recta subsp. obscura",2,TRUE,2956967,"Rosaceae","Potentilla",NA,NA,"Non-Woody","Perennial",NA
"Potentilla reptans",58,TRUE,2957027,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1833
"Potentilla silesiaca",3,TRUE,2957402,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla speciosa",1,TRUE,2957452,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla sterilis",10,TRUE,2905700,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",2000
"Potentilla supina",4,TRUE,2957611,"Rosaceae","Potentilla","Annual","Non-Woody","Non-Woody","Annual",1777
"Potentilla supina subsp. paradoxa",1,TRUE,2957641,"Rosaceae","Potentilla",NA,NA,"Non-Woody","Perennial",NA
"Potentilla taurica",2,TRUE,2957752,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla thuringiaca",6,TRUE,2957831,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1882
"Potentilla thyrsiflora",1,TRUE,2957853,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla verna",17,TRUE,2958067,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",1834
"Potentilla wimanniana",2,TRUE,2958369,"Rosaceae","Potentilla",NA,"Non-Woody","Non-Woody","Perennial",NA
"Potentilla × collina",2,TRUE,2954209,"Rosaceae","Potentilla",NA,NA,"Non-Woody","Perennial",1930
"Potentilla × mixta",2,TRUE,2956019,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Potentilla × suberecta",1,TRUE,2957570,"Rosaceae","Potentilla","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Prangos denticulata",1,FALSE,2404819,"Apiaceae","Prangos",NA,NA,"Non-Woody","Perennial",NA
"Prangos ferulacea",9,TRUE,2404860,"Apiaceae","Prangos","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Prangos ledebourii",1,FALSE,2405007,"Apiaceae","Prangos","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Prangos longistylis",1,FALSE,2404990,"Apiaceae","Prangos",NA,NA,"Non-Woody","Perennial",NA
"Prangos pabularia",3,FALSE,2404978,"Apiaceae","Prangos","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Prangos trifida",2,TRUE,2402901,"Apiaceae","Prangos","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Prangos uechtritzii",1,FALSE,2402946,"Apiaceae","Prangos",NA,NA,"Non-Woody","Perennial",NA
"Prangos uloptera",2,FALSE,2402945,"Apiaceae","Prangos","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Prasium majus",9,TRUE,164640,"Lamiaceae","Prasium","Perennial","Woody","Woody","Perennial",NA
"Prenanthes petiolata",1,FALSE,3061791,"Asteraceae","Prenanthes",NA,NA,"Non-Woody","Perennial",NA
"Prenanthes purpurea",28,TRUE,3061208,"Asteraceae","Prenanthes","Perennial","Non-Woody","Non-Woody","Perennial",1700
"Primula aurantiaca",1,FALSE,2564933,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula auricula",11,TRUE,2564954,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",1880
"Primula bulleyana",1,FALSE,2565143,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula clusiana",1,TRUE,2564711,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula deorum",1,TRUE,2564661,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula elatior",28,TRUE,2564876,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",1883
"Primula farinosa",8,TRUE,2564807,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula florindae",1,FALSE,2565481,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",1957
"Primula glutinosa",1,TRUE,2565444,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula hirsuta",2,TRUE,2565627,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula hirsuta subsp. hirsuta",1,TRUE,3260787,"Primulaceae","Primula",NA,NA,"Non-Woody","Perennial",NA
"Primula integrifolia",1,TRUE,2565564,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula intricata",1,TRUE,2565574,"Primulaceae","Primula",NA,NA,"Non-Woody","Perennial",NA
"Primula juliae",1,FALSE,2565597,"Primulaceae","Primula",NA,NA,"Non-Woody","Perennial",1995
"Primula latifolia",2,TRUE,2565274,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula marginata",1,TRUE,2565205,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",1880
"Primula matthioli",4,TRUE,2565286,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula minima",3,TRUE,2565365,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula nutans",1,TRUE,2565333,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula obconica",8,FALSE,2564724,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula pedemontana",2,TRUE,2563886,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula stricta",1,TRUE,2563639,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula veris",31,TRUE,2563733,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",1978
"Primula veris subsp. canescens",1,TRUE,2890533,"Primulaceae","Primula",NA,NA,"Non-Woody","Perennial",NA
"Primula veris subsp. columnae",2,TRUE,2900916,"Primulaceae","Primula",NA,NA,"Non-Woody","Perennial",NA
"Primula veris subsp. macrocalyx",2,TRUE,2890534,"Primulaceae","Primula",NA,NA,"Non-Woody","Perennial",NA
"Primula vulgaris subsp. vulgaris",17,TRUE,3260725,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula wulfeniana",1,TRUE,2564485,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Primula × polyantha",1,TRUE,2563924,"Primulaceae","Primula","Perennial","Non-Woody","Non-Woody","Perennial",1997
"Prometheum sempervivoides",2,FALSE,2410945,"Crassulaceae","Prometheum",NA,NA,NA,NA,NA
"Prosopis farcta",9,FALSE,2536078,"Fabaceae","Prosopis","Perennial","Woody","Woody","Perennial",NA
"Prospero autumnale",5,TRUE,285270,"Asparagaceae","Prospero","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Prunella grandiflora",13,TRUE,165955,"Lamiaceae","Prunella","Perennial","Non-Woody","Non-Woody","Perennial",1965
"Prunella hyssopifolia",1,TRUE,165967,"Lamiaceae","Prunella","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Prunella laciniata",4,TRUE,165975,"Lamiaceae","Prunella","Perennial","Non-Woody","Non-Woody","Perennial",1878
"Prunella orientalis",1,FALSE,165990,"Lamiaceae","Prunella","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Prunella vulgaris",32,TRUE,166020,"Lamiaceae","Prunella","Perennial","Non-Woody","Non-Woody","Perennial",1985
"Prunus angustifolia",2,FALSE,2958801,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus argentea",1,FALSE,2958840,"Rosaceae","Prunus",NA,NA,"Woody","Perennial",NA
"Prunus armeniaca",148,TRUE,2901800,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1958
"Prunus avium",387,TRUE,2917143,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1778
"Prunus brigantina",3,TRUE,2959028,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus cerasifera",94,TRUE,2959102,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1836
"Prunus cerasus",141,FALSE,2959193,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1685
"Prunus cocomilia",10,TRUE,2959322,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus davidiana",2,FALSE,2901803,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus domestica",302,FALSE,2959531,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1562
"Prunus fenzliana",1,FALSE,2959748,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus fruticosa",21,TRUE,2959793,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus glandulosa",3,FALSE,2959828,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus insititia",71,TRUE,2960005,"Rosaceae","Prunus",NA,NA,"Woody","Perennial",NA
"Prunus japonica",3,FALSE,2960228,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus laurocerasus",64,TRUE,2960451,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1825
"Prunus lusitanica",11,TRUE,2960533,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1927
"Prunus lusitanica subsp. azorica",1,FALSE,2960540,"Rosaceae","Prunus",NA,NA,"Woody","Perennial",NA
"Prunus lusitanica subsp. hixa",1,FALSE,2960542,"Rosaceae","Prunus",NA,NA,"Woody","Perennial",NA
"Prunus maackii",1,FALSE,2960560,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1936
"Prunus mahaleb",73,TRUE,2960576,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1797
"Prunus mandshurica",1,FALSE,2901817,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus maritima",1,FALSE,2960630,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus microcarpa",3,FALSE,2960682,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus mume",2,FALSE,2901820,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus nigra",2,FALSE,2960929,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus padus",159,TRUE,2961006,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1955
"Prunus padus var. borealis",3,TRUE,2961017,"Rosaceae","Prunus",NA,NA,"Woody","Perennial",NA
"Prunus pensylvanica",3,FALSE,2961130,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1986
"Prunus persica",183,FALSE,2901279,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1797
"Prunus prostrata",2,TRUE,2961271,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus pumila",2,FALSE,2961380,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus ramburii",2,TRUE,2961406,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus salicina",12,FALSE,2961487,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus scoparia",1,FALSE,2961567,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus serotina",95,FALSE,2915966,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1600
"Prunus serotina var. alabamensis",1,FALSE,2961591,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus serotina var. salicifolia",1,FALSE,2915970,"Rosaceae","Prunus",NA,NA,"Woody","Perennial",NA
"Prunus serrulata",18,FALSE,2961630,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1968
"Prunus spinosa",471,TRUE,2921969,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus subcordata",1,FALSE,2962129,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus tenella",17,TRUE,2962206,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1805
"Prunus tomentosa",1,FALSE,2962226,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1860
"Prunus triloba",6,FALSE,2962263,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus virginiana",8,FALSE,2962364,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1813
"Prunus webbii",1,TRUE,2962400,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus × fruticans",2,TRUE,2959781,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",1909
"Prunus × gondouinii",1,FALSE,2959852,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus × subhirtella",4,FALSE,2962140,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Prunus × yedoensis",2,FALSE,2962410,"Rosaceae","Prunus","Perennial","Woody","Woody","Perennial",NA
"Psammophiliella muralis",6,TRUE,2409806,"Caryophyllaceae","Psammophiliella","Annual","Non-Woody","Non-Woody","Annual",1906
"Psathyrostachys juncea",5,TRUE,438234,"Poaceae","Psathyrostachys","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Psephellus bornmuelleri",1,FALSE,3046158,"Asteraceae","Psephellus",NA,NA,"Non-Woody","Perennial",NA
"Psephellus dealbatus",3,FALSE,3046223,"Asteraceae","Psephellus","Perennial","Non-Woody","Non-Woody","Perennial",1893
"Psephellus leuzeoides",1,FALSE,3046315,"Asteraceae","Psephellus","Perennial",NA,"Non-Woody","Perennial",NA
"Psephellus mucroniferus",1,FALSE,3046328,"Asteraceae","Psephellus",NA,NA,"Non-Woody","Perennial",NA
"Psephellus pergamaceus",1,FALSE,3046339,"Asteraceae","Psephellus",NA,NA,"Non-Woody","Perennial",NA
"Psephellus pulcherrimus",1,FALSE,3046349,"Asteraceae","Psephellus","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Psephellus sumensis",2,TRUE,3046366,"Asteraceae","Psephellus",NA,NA,"Non-Woody","Perennial",NA
"Psephellus trinervius",4,TRUE,3046385,"Asteraceae","Psephellus","Perennial",NA,"Non-Woody","Perennial",NA
"Psephellus troitzkyi",1,FALSE,3046387,"Asteraceae","Psephellus",NA,NA,"Non-Woody","Perennial",NA
"Pseudo-fumaria alba",1,TRUE,2561327,"Papaveraceae","Pseudo-fumaria",NA,NA,NA,NA,1824
"Pseudo-fumaria alba subsp. leiosperma",1,TRUE,2561312,"Papaveraceae","Pseudo-fumaria",NA,NA,NA,NA,NA
"Pseudo-fumaria lutea",6,TRUE,2561323,"Papaveraceae","Pseudo-fumaria",NA,NA,NA,NA,1703
"Pseudocydonia sinensis",1,FALSE,2962445,"Rosaceae","Pseudocydonia","Perennial","Woody","Woody","Perennial",NA
"Pseudodictamnus acetabulosus",5,TRUE,531078,"Lamiaceae","Pseudodictamnus","Perennial","Woody","Woody","Perennial",1930
"Pseudodictamnus hirsutus subsp. hirsutus",8,TRUE,19603,"Lamiaceae","Pseudodictamnus","Perennial","Woody","Woody","Perennial",1869
"Pseudodictamnus hispanicus",7,TRUE,531036,"Lamiaceae","Pseudodictamnus",NA,"Non-Woody","Non-Woody","Perennial",NA
"Pseudodictamnus mediterraneus",3,TRUE,531041,"Lamiaceae","Pseudodictamnus",NA,"Non-Woody","Non-Woody","Perennial",NA
"Pseudodictamnus rotundifolius",1,FALSE,531039,"Lamiaceae","Pseudodictamnus","Perennial",NA,"Non-Woody","Perennial",NA
"Pseudognaphalium gaudichaudianum",1,FALSE,3092325,"Asteraceae","Pseudognaphalium","Annual","Non-Woody","Non-Woody","Annual",NA
"Pseudognaphalium luteoalbum",16,TRUE,3091422,"Asteraceae","Pseudognaphalium","Annual","Non-Woody","Non-Woody","Annual",1690
"Pseudoheterocaryum rigidum",1,FALSE,3015951,"Boraginaceae","Pseudoheterocaryum",NA,NA,NA,NA,NA
"Pseudopodospermum calyculatum",1,FALSE,3246141,"Asteraceae","Pseudopodospermum",NA,NA,"Non-Woody","Perennial",NA
"Pseudopodospermum crocifolium",1,TRUE,3246146,"Asteraceae","Pseudopodospermum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Pseudopodospermum hispanicum",12,TRUE,3246152,"Asteraceae","Pseudopodospermum","Perennial","Non-Woody","Non-Woody","Perennial",1835
"Pseudopodospermum molle",2,TRUE,3075465,"Asteraceae","Pseudopodospermum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Pseudopodospermum papposum",1,FALSE,3246008,"Asteraceae","Pseudopodospermum","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Pseudopodospermum semicanum",2,FALSE,3246002,"Asteraceae","Pseudopodospermum","Perennial",NA,"Non-Woody","Perennial",NA
"Pseudorchis albida",1,TRUE,166513,"Orchidaceae","Pseudorchis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Pseudosasa humilis",1,FALSE,438407,"Poaceae","Pseudosasa","Perennial",NA,NA,"Perennial",NA
"Pseudosasa japonica",6,FALSE,438408,"Poaceae","Pseudosasa","Perennial",NA,NA,"Perennial",1901
"Pseudotsuga menziesii",59,FALSE,379633,"Pinaceae","Pseudotsuga","Perennial","Woody","Woody","Perennial",1797
"Pseudoturritis turrita",11,TRUE,2412466,"Brassicaceae","Pseudoturritis","Perennial","Non-Woody","Non-Woody","Perennial",1722
"Psidium guajava",18,FALSE,166741,"Myrtaceae","Psidium","Perennial","Woody","Woody","Perennial",NA
"Psylliostachys spicatus",2,TRUE,2570420,"Plumbaginaceae","Psylliostachys","Annual","Non-Woody","Non-Woody","Annual",NA
"Ptelea trifoliata",2,FALSE,2543462,"Rutaceae","Ptelea","Perennial","Woody","Woody","Perennial",1781
"Pteridium aquilinum",77,TRUE,2931242,"Dennstaedtiaceae","Pteridium","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Pteris cretica",2,TRUE,3144058,"Pteridaceae","Pteris","Perennial","Non-Woody","Non-Woody","Perennial",1886
"Pterocarya fraxinifolia",5,FALSE,2529845,"Juglandaceae","Pterocarya","Perennial","Woody","Woody","Perennial",1797
"Pterocarya stenoptera",1,FALSE,2529866,"Juglandaceae","Pterocarya","Perennial","Woody","Woody","Perennial",NA
"Pterocephalus dumetorum",1,FALSE,2408729,"Caprifoliaceae","Pterocephalus",NA,NA,"Non-Woody","Annual",NA
"Pterocephalus lasiospermus",2,FALSE,2411311,"Caprifoliaceae","Pterocephalus",NA,NA,"Non-Woody","Annual",NA
"Pterocephalus multiflorus",1,FALSE,2411305,"Caprifoliaceae","Pterocephalus",NA,NA,"Non-Woody","Annual",NA
"Pterocephalus plumosus",1,TRUE,2411463,"Caprifoliaceae","Pterocephalus","Annual","Non-Woody","Non-Woody","Annual",NA
"Pterocephalus porphyranthus",1,FALSE,2411461,"Caprifoliaceae","Pterocephalus",NA,NA,"Non-Woody","Annual",NA
"Pterocephalus virens",2,FALSE,2411494,"Caprifoliaceae","Pterocephalus",NA,NA,"Non-Woody","Annual",NA
"Ptilostemon afer",2,TRUE,3043230,"Asteraceae","Ptilostemon","Perennial","Non-Woody","Non-Woody","Perennial",1700
"Ptilostemon casabonae",1,TRUE,3043254,"Asteraceae","Ptilostemon","Perennial","Non-Woody","Non-Woody","Perennial",1892
"Ptilostemon chamaepeuce",2,TRUE,3043269,"Asteraceae","Ptilostemon","Perennial","Woody","Woody","Perennial",NA
"Ptilostemon gnaphaloides",4,TRUE,3043304,"Asteraceae","Ptilostemon",NA,NA,"Non-Woody","Perennial",NA
"Ptychotis saxifraga",2,TRUE,2405589,"Apiaceae","Ptychotis","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Puccinellia capillaris",2,TRUE,438620,"Poaceae","Puccinellia",NA,NA,"Non-Woody","Perennial",NA
"Puccinellia distans",21,TRUE,438643,"Poaceae","Puccinellia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Puccinellia dolicholepis",1,TRUE,438666,"Poaceae","Puccinellia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Puccinellia fasciculata",1,TRUE,438674,"Poaceae","Puccinellia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Puccinellia festuciformis",2,TRUE,438684,"Poaceae","Puccinellia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Puccinellia intermedia",3,TRUE,438726,"Poaceae","Puccinellia","Perennial","Non-Woody","Non-Woody","Perennial",NA
"Puccinellia maritima",22,TRUE,438771,"Poaceae","Puccinellia",NA,"Non-Woody","Non-Woody","Perennial",NA
"Pulicaria arabica",2,FALSE,3113524,"Asteraceae","Pulicaria","Perennial","Non-Woody","Non-Woody","Perennial",1898
"Pulicaria dysenterica",48,TRUE,3113594,"Asteraceae","Pulicaria","Perennial","Non-Woody","Non-Woody","Perennial",1870
